PMID,Abstract,PublishedYear
25252949,"Amyotrophic lateral sclerosis (ALS) is a progressive neurodegenerative disease characterized by skeletal muscle atrophy and weakness, ultimately leading to respiratory failure. The purpose of this study was to assess changes in skeletal muscle excitation-contraction (E-C) coupling and intracellular Ca(2+) handling during disease progression in the G93A*SOD1 ALS transgenic (ALS Tg) mouse model. To assess E-C coupling, single muscle fibers were electrically stimulated (10-150 Hz), and intracellular free Ca(2+) concentration was assessed using fura-2. There were no differences in peak fura-2 ratio at any stimulation frequency at 70 days (early presymptomatic). However, at 90 days (late presymptomatic) and 120-140 days (symptomatic), fura-2 ratio was increased at 10 Hz in ALS Tg compared with wild-type (WT) fibers (0.670 ± 0.02 vs. 0.585 ± 0.02 for 120-140 days; P < 0.05). There was also a significant increase in resting fura-2 ratio at 90 days (0.351 ± 0.008 vs. 0.390 ± 0.009 in WT vs. ALS Tg; P < 0.05) and 120-140 days (0.374 ± 0.001 vs. 0.415 ± 0.003 in WT vs. ALS Tg; P < 0.05). These increases in intracellular Ca(2+) in ALS Tg muscle were associated with reductions in the sarcoplasmic/endoplasmic reticulum Ca(2+) ATPase proteins SERCA1 (to 54% and 19% of WT) and SERCA2 (to 56% and 11% of WT) and parvalbumin (to 80 and 62% of WT) in gastrocnemius muscle at 90 and 120-140 days, respectively. There was no change in dihydropyridine receptor/l-type Ca(2+) channel at any age. Overall, these data demonstrate minimal changes in electrically evoked Ca(2+) transients but elevations in intracellular Ca(2+) attributable to decreased Ca(2+)-clearance proteins. These data suggest that elevations in cellular Ca(2+) could contribute to muscle weakness during disease progression in ALS mice.",2014
25132468,"A repeat expansion in C9ORF72 causes frontotemporal dementia and amyotrophic lateral sclerosis (c9FTD/ALS). RNA of the expanded repeat (r(GGGGCC)exp) forms nuclear foci or undergoes repeat-associated non-ATG (RAN) translation, producing ""c9RAN proteins."" Since neutralizing r(GGGGCC)exp could inhibit these potentially toxic events, we sought to identify small-molecule binders of r(GGGGCC)exp. Chemical and enzymatic probing of r(GGGGCC)8 indicate that it adopts a hairpin structure in equilibrium with a quadruplex structure. Using this model, bioactive small molecules targeting r(GGGGCC)exp were designed and found to significantly inhibit RAN translation and foci formation in cultured cells expressing r(GGGGCC)66 and neurons transdifferentiated from fibroblasts of repeat expansion carriers. Finally, we show that poly(GP) c9RAN proteins are specifically detected in c9ALS patient cerebrospinal fluid. Our findings highlight r(GGGGCC)exp-binding small molecules as a possible c9FTD/ALS therapeutic and suggest that c9RAN proteins could potentially serve as a pharmacodynamic biomarker to assess efficacy of therapies that target r(GGGGCC)exp.",2014
25061944,"Amyotrophic Lateral Sclerosis (ALS), also known as Lou Gehrig's disease, is a neurodegenerative disorder of motor neurons causing progressive muscle weakness, paralysis, and eventual death from respiratory failure. There is currently no cure or effective treatment for ALS. Besides motor neuron degeneration, ALS is associated with impaired energy metabolism, which is pathophysiologically linked to mitochondrial dysfunction and glutamate excitotoxicity. The Deanna Protocol (DP) is a metabolic therapy that has been reported to alleviate symptoms in patients with ALS. In this study we hypothesized that alternative fuels in the form of TCA cycle intermediates, specifically arginine-alpha-ketoglutarate (AAKG), the main ingredient of the DP, and the ketogenic diet (KD), would increase motor function and survival in a mouse model of ALS (SOD1-G93A). ALS mice were fed standard rodent diet (SD), KD, or either diets containing a metabolic therapy of the primary ingredients of the DP consisting of AAKG, gamma-aminobutyric acid, Coenzyme Q10, and medium chain triglyceride high in caprylic triglyceride. Assessment of ALS-like pathology was performed using a pre-defined criteria for neurological score, accelerated rotarod test, paw grip endurance test, and grip strength test. Blood glucose, blood beta-hydroxybutyrate, and body weight were also monitored. SD+DP-fed mice exhibited improved neurological score from age 116 to 136 days compared to control mice. KD-fed mice exhibited better motor performance on all motor function tests at 15 and 16 weeks of age compared to controls. SD+DP and KD+DP therapies significantly extended survival time of SOD1-G93A mice by 7.5% (p = 0.001) and 4.2% (p = 0.006), respectively. Sixty-three percent of mice in the KD+DP and 72.7% of the SD+DP group lived past 125 days, while only 9% of the control animals survived past that point. Targeting energy metabolism with metabolic therapy produces a therapeutic effect in ALS mice which may prolong survival and quality of life in ALS patients.",2014
25042397,"Disease processes and trauma affecting nerve-evoked muscle activity, motor neurons, synapses and myofibers cause different levels of muscle weakness, i.e., reduced maximal force production in response to voluntary activation or nerve stimulation. However, the mechanisms of muscle weakness are not well known. Using murine models of amyotrophic lateral sclerosis (SOD1(G93A) transgenic mice), congenital myasthenic syndrome (AChE knockout mice and Musk(V789M/-) mutant mice), Schwartz-Jampel syndrome (Hspg2(C1532YNEO/C1532YNEO) mutant mice) and traumatic nerve injury (Neurotomized wild-type mice), we show that the reduced maximal activation capacity (the ability of the nerve to maximally activate the muscle) explains 52%, 58% and 100% of severe weakness in respectively SOD1(G93A), Neurotomized and Musk mice, whereas muscle atrophy only explains 37%, 27% and 0%. We also demonstrate that the impaired maximal activation capacity observed in SOD1, Neurotomized, and Musk mice is not highly related to Hdac4 gene upregulation. Moreover, in SOD1 and Neurotomized mice our results suggest LC3, Fn14, Bcl3 and Gadd45a as candidate genes involved in the maintenance of the severe atrophic state. In conclusion, our study indicates that muscle weakness can result from the triggering of different signaling pathways. This knowledge may be helpful in designing therapeutic strategies and finding new drug targets for amyotrophic lateral sclerosis, congenital myasthenic syndrome, Schwartz-Jampel syndrome and nerve injury.",2014
24838187,"Familial amyotrophic lateral sclerosis accounts for about 5% of all cases of the neurodegenerative disorder amyotrophic lateral sclerosis. Genetic mutations in Cu/Zn superoxide dismutase (SOD1) have been associated with one kind of familial amyotrophic lateral sclerosis (ALS1). We identified a novel duplication mutation in exon 1 of the SOD1 gene in a Japanese family whose members had lower motor neuron diseases. The patients showed slow disease progression, with the onset of lower limb muscle weakness and exertional dyspnea. Some patients had mild motor and sensory neuropathy and/or bladder dysfunction, which is further evidence that SOD1 mutation results in a predominantly lower motor neuron phenotype.",2014
24591457,To describe a patient with facial onset sensory motor neuronopathy (FOSMN) syndrome associated with a heterozygous D90A mutation in superoxide dismutase (SOD1) gene.,2014
24478630,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease manifested by progressive muscle atrophy and paralysis due to the loss of upper and lower motoneurons (MN). Spasticity appears in ALS patients leading to further disabling consequences. Loss of the inhibitory tone induced by downregulation of the potassium chloride cotransporter 2 (KCC2) in MN has been proposed to importantly contribute to the spastic behavior after spinal cord injury (SCI). The aim of the present study was to test whether the alterations in the expression of KCC2 are linked to the appearance of spasticity in the SOD(G93A) ALS murine model. We compared SOD(G93A) mice to wild type mice subjected to SCI to mimic the spinal MN disconnection from motor descending pathways, and to sciatic nerve lesion to mimic the loss of MN connectivity to muscle. Electrophysiological results show that loss of motor function is observed at presymptomatic stage (8 weeks) in SOD(G93A) mice but hyperreflexia and spasticity do not appear until a late stage (16 weeks). However, KCC2 was not downregulated despite MN suffered disconnection both from muscles and upper MNs. Further experiments revealed decreased gephyrin expression, as a general marker of inhibitory systems, accompanied by a reduction in the number of Renshaw interneurons. Moreover, 5-HT fibers were increased in the ventral horn of the lumbar spinal cord at late stage of disease progression in SOD1(G93A) mice. Taken together, the present results indicate that spasticity appears late in the ALS model, and may be mediated by a decrease in inhibitory interneurons and an increase of 5-HT transmission, while the absence of down-regulation of KCC2 could rather indicate an inability of MNs to respond to insults.",2014
24381813,"Pathological events are well characterized in amyotrophic lateral sclerosis (ALS) mouse models, but review of the literature fails to identify a specific initiating event that precipitates disease pathology. There is now growing consensus in the field that axon and synapses are first cellular sites of degeneration, but controversy exists over whether axon and synapse loss is initiated autonomously at those sites or by pathology in the cell body, in nonneuronal cells or even in nonmotoneurons (MNs). Previous studies have identified pathological events in the mutant superoxide dismutase 1 (SOD1) models involving spinal cord, peripheral axons, neuromuscular junctions (NMJs), or muscle; however, few studies have systematically examined pathogenesis at multiple sites in the same study. We have performed ultrastructural examination of both central and peripheral components of the neuromuscular system in the SOD1(G93A) mouse model of ALS. Twenty percent of MNs undergo degeneration by P60, but NMJ innervation in fast fatigable muscles is reduced by 40% by P30. Gait alterations and muscle weakness were also found at P30. There was no change in axonal transport prior to initial NMJ denervation. Mitochondrial morphological changes are observed at P7 and become more prominent with disease progression. At P30 there was a significant decrease in excitatory axo-dendritic and axo-somatic synapses with an increase in C-type axo-somatic synapses. Our study examined early pathology in both peripheral and central neuromuscular system. The muscle denervation is associated with functional motor deficits and begins during the first postnatal month in SOD1(G93A) mice. Physiological dysfunction and pathology in the mitochondria of synapses and MN soma and dendrites occur, and disease onset in these animals begins more than 2 months earlier than originally thought. This information may be valuable for designing preclinical trials that are more likely to impact disease onset and progression.",2013
24367722,"Oxidative stress and angiogenic factors have been placed as the prime focus of scientific investigations after an establishment of link between vascular endothelial growth factor promoter (VEGF), hypoxia, and amyotrophic lateral sclerosis (ALS) pathogenesis. Deletion of the hypoxia-response element in the vascular endothelial growth factor promoter and mutant superoxide dismutase 1 (SOD1) which are characterised by atrophy and muscle weakness resulted in phenotype resembling human ALS in mice. This results in lower motor neurodegeneration thus establishing an important link between motor neuron degeneration, vasculature, and angiogenic molecules. In this review, we have presented human, animal, and in vitro studies which suggest that molecules like VEGF have a therapeutic, diagnostic, and prognostic potential in ALS. Involvement of vascular growth factors and hypoxia response elements also highlights the converging role of oxidative stress and neurovascular network for understanding and treatment of various neurodegenerative disorders like ALS.",2013
24291885,"Amyotrophic lateral sclerosis (ALS) is an adult onset neurodegenerative disorder characterized by the death of upper and lower motor neurons. Mutations in the fused in sarcoma/translated in liposarcoma (FUS/TLS) gene have been discovered to be associated with familial ALS. In a Japanese family with familial ALS, we found the R521C FUS/TLS mutation, which has been reported to be found in various ethnic backgrounds. The family history revealed 23 patients with ALS among 46 family members, suggesting a 100% penetrance rate. They developed muscle weakness at an average age of 35.3 years, and the average age of death was 37.2 years.Neuropathological examination revealed remarkable atrophy of the brainstem tegmentum characterized by cytoplasmic basophilic inclusion bodies in the neurons of the brainstem. We used immunohistochemistry to analyze 3 autopsy cases with the R521C mutation. As the disease duration becomes longer, there were broader distributions of neuronal and glial FUS/TLS-immunoreactive inclusions.",2013
24126854,"Hereditary spastic paraplegia (HSP) is a heterogeneous group of neurodegenerative disorders characterized by a progressive gait disorder, lower limb spasticity, hyper-reflexia, weakness and extensor plantar responses. Recently, large intronic hexanucleotide repeat expansions (GGGGCC) in C9ORF72 have been found to cause frontotemporal dementia (FTD), amyotrophic lateral sclerosis and FTD with motor neuron disease. Owing to the overlapping phenotypes among HSP, amyotrophic lateral sclerosis and FTD with motor neuron disease along with shared pathological findings, we hypothesized that C9ORF72 expansions might be a genetic risk factor or modifier of HSP.",2014
23876328,"Spinal muscular atrophy (SMA) is an autosomal recessive neuromuscular disorder caused by defective levels of the survival motor neuron (SMN) protein. SMA causes spinal motoneuron (MN) loss, and progressive muscle weakness and paralysis. Currently, there is no effective therapy to cure this disease. Although different strategies focused on increasing the expression of functional SMN protein have been assayed, numerous SMN-independent therapeutic approaches have been demonstrated to have potential effectiveness in improving the SMA phenotype in mouse models and clinical trials. Recent works have shown that compounds which inhibit GSK-3β activity are effective in promoting MN survival and ameliorating lifespan in models of MN diseases including SMA. Taking into account the reported neuroprotective actions of lithium (Li) through the inhibition of GSK-3β in different studies, we tested here its potential efficiency as a therapeutic agent in a mouse model of severe SMA (SMNΔ7 mice). We show that the chronic treatment with Li initiated before the appearance of disease symptoms, although inhibited GSK-3β, did not improve the median survival, motor behavior, and spinal MN loss linked to SMA. Li administration did not either ameliorate the microglial and astroglial reaction in the spinal cord or the depletion of glutamatergic synapses on MNs observed in SMNΔ7 animals. Moreover, Li treatment did not mitigate muscle atrophy or calcitonin gene-related peptide (CGRP) downregulation in the neuromuscular junctions linked to the disease. However, a significant reduction in apoptotic cell death found in the skeletal muscle of SMA mice was observed after Li treatment.",2013
23744890,No abstract available.,2013
23577159,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease resulting in severe muscle weakness and eventual death by respiratory failure. Although little is known about its pathogenesis, mutations in fused in sarcoma/translated in liposarcoma (FUS) are causative for familial ALS. FUS is a multifunctional protein that is involved in many aspects of RNA processing. To elucidate the role of FUS in ALS, we overexpressed wild-type and two mutant forms of FUS in HEK-293T cells, as well as knocked-down FUS expression. This was followed by RNA-Seq to identify genes which displayed differential expression or altered splicing patterns. Pathway analysis revealed that overexpression of wild-type FUS regulates ribosomal genes, whereas knock-down of FUS additionally affects expression of spliceosome related genes. Furthermore, cells expressing mutant FUS displayed global transcription patterns more similar to cells overexpressing wild-type FUS than to the knock-down condition. This observation suggests that FUS mutants do not contribute to the pathogenesis of ALS through a loss-of-function. Finally, our results demonstrate that the R521G and R522G mutations display differences in their influence on transcription and splicing. Taken together, these results provide additional insights into the function of FUS and how mutations contribute to the development of ALS.",2013
23141412,"Amyotrophic lateral sclerosis (ALS) is a severe neurodegenerative disease that causes progressive muscle weakness, eventually resulting in death because of respiratory failure. Genetic variants are thought to predispose to the disease. A recent, large, genome-wide association study identified 2 loci that increase susceptibility to ALS. These 2 loci on chromosomes 9 and 19 consist of 4 genes: UNC13a, IFNK, MOBKL2b, and C9ORF72. A hexanucleotide repeat expansion in the noncoding region of C9ORF72 was recently identified as the cause of chromosome 9-linked ALS-FTD (frontotemporal dementia). In this study, our aim was to determine whether the coding regions of these genes harbor rare, nonsynonymous variants that play a role in ALS pathogenesis. In DNA from 1019 sporadic ALS patients and 1103 control subjects of Dutch descent, we performed a mutation screening analysis in the coding region of these 4 genes by resequencing the exons. A total of 16 amino acid-changing rare variations were identified, 11 in UNC13a and 5 on chromosome 9. Some of these were unique to ALS, but were detected in a single patient. None of the genes showed significant enrichment of rare variants in the coding sequence. Rare variants in the coding region of UNC13a, IFNK, MOBKL2b, and C9ORF72 are unlikely to be a genetic cause of ALS.",2013
23114367,"Spasticity is a common and disabling symptom observed in patients with central nervous system diseases, including amyotrophic lateral sclerosis, a disease affecting both upper and lower motor neurons. In amyotrophic lateral sclerosis, spasticity is traditionally thought to be the result of degeneration of the upper motor neurons in the cerebral cortex, although degeneration of other neuronal types, in particular serotonergic neurons, might also represent a cause of spasticity. We performed a pathology study in seven patients with amyotrophic lateral sclerosis and six control subjects and observed that central serotonergic neurons suffer from a degenerative process with prominent neuritic degeneration, and sometimes loss of cell bodies in patients with amyotrophic lateral sclerosis. Moreover, distal serotonergic projections to spinal cord motor neurons and hippocampus systematically degenerated in patients with amyotrophic lateral sclerosis. In SOD1 (G86R) mice, a transgenic model of amyotrophic lateral sclerosis, serotonin levels were decreased in brainstem and spinal cord before onset of motor symptoms. Furthermore, there was noticeable atrophy of serotonin neuronal cell bodies along with neuritic degeneration at disease onset. We hypothesized that degeneration of serotonergic neurons could underlie spasticity in amyotrophic lateral sclerosis and investigated this hypothesis in vivo using tail muscle spastic-like contractions in response to mechanical stimulation as a measure of spasticity. In SOD1 (G86R) mice, tail muscle spastic-like contractions were observed at end-stage. Importantly, they were abolished by 5-hydroxytryptamine-2b/c receptors inverse agonists. In line with this, 5-hydroxytryptamine-2b receptor expression was strongly increased at disease onset. In all, we show that serotonergic neurons degenerate during amyotrophic lateral sclerosis, and that this might underlie spasticity in mice. Further research is needed to determine whether inverse agonists of 5-hydroxytryptamine-2b/c receptors could be of interest in treating spasticity in patients with amyotrophic lateral sclerosis.",2013
22797053,"Amyotrophic lateral sclerosis (ALS) is the most common adult-onset neurodegenerative disease characterized by ascending muscle weakness, atrophy and paralysis. Early muscle abnormalities that precede motor neuron loss in ALS may destabilize neuromuscular junctions, and we have previously demonstrated alterations in myogenic regulatory factor (MRF) expression in vivo and in the activation of myofiber-associated skeletal muscle satellite cells (SMSCs) in the mouse model of ALS (SOD1-G93A).",2013
